ID,Title,Description,Actors,Genre
tt5867314,The Empty Man,A retired cop links mysterious disappearances to a mystical urban legend.,"['James Badge Dale', 'Marin Ireland', 'Sasha Frolova']","['Drama', 'Horror']",
tt2404435,The Magnificent Seven,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,"['Denzel Washington', 'Chris Pratt', 'Ethan Hawke']","['Action', 'Adventure', 'Drama']",
tt33093531,Saipan,"On the eve of the 2002 FIFA World Cup, the Irish captain Roy Keane forfeits his place in the squad at the team's preparation base in Saipan, following a heated disagreement with the Irish ma... Read all","['Zachary Murdiff', 'Éanna Hardwicke', 'Alice Lowe']",['Drama'],
tt0278504,Insomnia,A Los Angeles detective chases a murder suspect in a remote Alaskan town.,"['Al Pacino', 'Robin Williams', 'Hilary Swank']",['Drama'],
tt35410859,Fjord,An immigrant Romanian family living in Norway is subject to an investigation and faces the scrutiny of the local judicial system.,"['Renate Reinsve', 'Sebastian Stan', 'Christian Rubeck']",['Drama'],
tt5649144,The Florida Project,A single mother and the manager of a roadside motel do their utmost to maintain the innocence of a six-year-old girl's life.,"['Brooklynn Prince', 'Bria Vinaite', 'Willem Dafoe']",['Drama'],
tt2365580,"Where'd You Go, Bernadette",A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith takes her on an epic adventure that jump-starts he... Read all,"['Cate Blanchett', 'Billy Crudup', 'Emma Nelson']","['Crime', 'Drama']",
tt0375679,Crash,Racial tensions collide in a collection of intertwined stories involving residents of Los Angeles.,"['Don Cheadle', 'Sandra Bullock', 'Thandiwe Newton']","['Crime', 'Drama']",
tt35524793,The Moment,A rising pop star navigates the complexities of fame and industry pressure while preparing for her arena tour debut.,"['Charli XCX', 'Francesca Faridany', 'Errol Barnett']",['Drama'],
tt0369339,Collateral,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith']","['Action', 'Crime', 'Drama']",
tt1371150,This Is Where I Leave You,"After their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof for a week, along with their over-sharing mother and an assortme... Read all","['Jason Bateman', 'Tina Fey', 'Jane Fonda']",['Drama'],
tt1087461,Megan Is Missing,Two teenage girls encounter an Internet child predator.,"['Amber Perkins', 'Rachel Quinn', 'Dean Waite']","['Crime', 'Drama', 'Horror']",
tt0087884,"Paris, Texas","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.","['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell']",['Drama'],
tt0058777,Zulu,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,"['Stanley Baker', 'Jack Hawkins', 'Ulla Jacobsson']",['Drama'],
tt3040964,The Jungle Book,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear... Read all","['Neel Sethi', 'Bill Murray', 'Ben Kingsley']","['Action', 'Adventure', 'Drama']",
tt1560747,The Master,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by a cult and its charismatic leader.,"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams']",['Drama'],
tt30827810,I Love Boosters,Follows a group of shoplifters who take aim at a cutthroat fashion maven.,"['Keke Palmer', 'LaKeith Stanfield', 'Naomi Ackie']","['Adventure', 'Drama', 'Sci-Fi']",
tt0087538,The Karate Kid,"Recently relocated from NJ to LA, Daniel becomes the target of a gang of Cobra Kai dojo students. When Mr. Miyagi saves him with expert Karate skills, Daniel convinces him to teach him to de... Read all","['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue']","['Action', 'Drama']",
tt5052474,Sicario: Day of the Soldado,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the merc... Read all","['Benicio Del Toro', 'Josh Brolin', 'Isabela Merced']","['Action', 'Crime', 'Drama']",
tt14264694,Worldbreaker,A father hides his daughter on an island to keep her safe while he equips her for survival and the battles ahead.,"['Milla Jovovich', 'Luke Evans', 'Billie Boullet']","['Action', 'Drama', 'Sci-Fi']",
tt9421570,The Guilty,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,"['Jake Gyllenhaal', 'Riley Keough', 'Peter Sarsgaard']","['Crime', 'Drama']",
tt32843349,"Sorry, Baby","After a tragic event, a woman finds herself alone while everyone else continues with their lives as if nothing had happened.","['Eva Victor', 'Naomi Ackie', 'Louis Cancelmi']",['Drama'],
tt0210945,Remember the Titans,"In 1971, Virginia high-school football was everything to the people of Alexandria, but when the school board was forced to integrate an all-Black school with an all-White one, the foundation... Read all","['Denzel Washington', 'Will Patton', 'Wood Harris']",['Drama'],
tt1800241,American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers an... Read all","['Christian Bale', 'Amy Adams', 'Bradley Cooper']","['Crime', 'Drama']",
tt6823148,Benedetta,"A 17th-century nun in Italy suffers from disturbing religious and erotic visions. She is assisted by a companion, and the relationship between the two women develops into a romantic love aff... Read all","['Virginie Efira', 'Charlotte Rampling', 'Daphné Patakia']",['Drama'],
tt30150769,The Best You Can,"Stan Olszewski, a security guard foils a home robbery attempt at Cynthia Rand's residence. A charged friendship develops starting with late-night humorous texts. Their deepening bond shakes ... Read all","['Kevin Bacon', 'Kyra Sedgwick', 'Judd Hirsch']",['Drama'],
tt13833688,The Whale,"A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.","['Brendan Fraser', 'Sadie Sink', 'Ty Simpkins']",['Drama'],
tt0460791,The Fall,"In 1920s Los Angeles, a bedridden patient in a hospital captivates a young girl with a fantastic tale of heroes, myths, and villains on a desert island.","['Lee Pace', 'Catinca Untaru', 'Justine Waddell']","['Adventure', 'Drama']",
tt0069113,The Poseidon Adventure,A group of passengers must embark on a harrowing struggle for survival after a rogue wave capsizes their cruise ship at sea.,"['Gene Hackman', 'Ernest Borgnine', 'Shelley Winters']","['Action', 'Adventure', 'Drama']",
tt32985279,Steve,"Follows headteacher Steve battling for his reform college's survival while managing his mental health. Concurrently, troubled student Shy navigates his violent tendencies and fragility, torn... Read all","['Cillian Murphy', 'Tracey Ullman', 'Jay Lycurgo']",['Drama'],
tt0274812,Secretary,A timid young woman starts working for a demanding lawyer and finds a new way to deal with her self-harming urges.,"['James Spader', 'Maggie Gyllenhaal', 'Jeremy Davies']",['Drama'],
tt5580390,The Shape of Water,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.","['Sally Hawkins', 'Octavia Spencer', 'Michael Shannon']","['Drama', 'Sci-Fi']",
tt21909764,Culpa Mía,"Noah has to leave her town, boyfriend and friends behind and move into the mansion of her mother's new rich husband. There she meets Nick, her new stepbrother. They fall madly in love in sec... Read all","['Nicole Wallace', 'Gabriel Guevara', 'Marta Hazas']",['Drama'],
tt0088323,The NeverEnding Story,Bastian finds a magical book in an old bookstore that takes him on an adventure into the land of Fantasia.,"['Noah Hathaway', 'Barret Oliver', 'Tami Stronach']","['Adventure', 'Drama']",
tt32275943,Alpha,"Alpha, a troubled 13-year-old lives with her single mom. Their world collapses the day she returns from school with a tattoo on her arm.","['Tahar Rahim', 'Golshifteh Farahani', 'Mélissa Boros']","['Drama', 'Horror']",
tt11097384,Spaceman,"Half a year into his solo mission on the edge of the solar system, an astronaut concerned with the state of his life back on Earth is helped by an ancient creature he discovers in the bowels... Read all","['Adam Sandler', 'Carey Mulligan', 'Paul Dano']","['Adventure', 'Drama', 'Sci-Fi']",
tt14961016,I'm Still Here,A woman married to a former politician during the military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.,"['Fernanda Torres', 'Fernanda Montenegro', 'Selton Mello']",['Drama'],
tt1045658,Silver Linings Playbook,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany,... Read all","['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro']",['Drama'],
tt1790885,Zero Dark Thirty,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.","['Jessica Chastain', 'Joel Edgerton', 'Chris Pratt']",['Drama'],
tt0119177,Gattaca,"Vincent, an ""In-Valid,"" assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation. However, a week before his mi... Read all","['Ethan Hawke', 'Uma Thurman', 'Jude Law']","['Drama', 'Sci-Fi']",
tt9243804,The Green Knight,A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.,"['Dev Patel', 'Alicia Vikander', 'Joel Edgerton']","['Adventure', 'Drama']",
tt9143112,Falling,"John Peterson lives with his partner Eric and their adopted daughter in Southern California. When he is visited by his aging father who is searching for a place to retire, their two very dif... Read all","['Viggo Mortensen', 'Lance Henriksen', 'Laura Linney']",['Drama'],
tt0286106,Signs,"A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.","['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin']","['Drama', 'Sci-Fi']",
tt3170832,Room,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.","['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers']",['Drama'],
tt0074958,Network,"A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.","['Faye Dunaway', 'William Holden', 'Peter Finch']",['Drama'],
tt40017372,A Season to Blossom,An aspiring writer takes over her late grandmother's bookstore and finds love.,"['Emily Tennant', 'Carlo Marks', 'Laura Soltis']",['Drama'],
tt0071315,Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.","['Jack Nicholson', 'Faye Dunaway', 'John Huston']",['Drama'],
tt0099348,Dances with Wolves,A lieutenant assigned to a remote Civil War outpost starts questioning his purpose after making contact with a neighboring Sioux settlement.,"['Kevin Costner', 'Mary McDonnell', 'Graham Greene']","['Adventure', 'Drama']",
tt0086567,WarGames,"A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.","['Matthew Broderick', 'Ally Sheedy', 'John Wood']","['Action', 'Drama', 'Sci-Fi']",
tt1924396,The Best Offer,"Virgil Oldman, a wealthy art auctioneer, takes the help of a young artificer, Robert, to understand and woo Claire Ibbetson, a young heiress, who hires him to auction off an antique collecti... Read all","['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks']","['Crime', 'Drama']",
tt0072890,Dog Day Afternoon,"Three amateur robbers plan to hold up a Brooklyn bank. A nice, simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre ... Read all","['Al Pacino', 'John Cazale', 'Penelope Allen']","['Crime', 'Drama']",
tt3682448,Bridge of Spies,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 sp... Read all","['Tom Hanks', 'Mark Rylance', 'Alan Alda']",['Drama'],
tt5363618,Sound of Metal,"During a series of adrenaline-fueled gigs, itinerant punk-metal drummer Ruben begins to experience hearing loss. When a specialist tells him his condition will rapidly worsen, he thinks his ... Read all","['Riz Ahmed', 'Olivia Cooke', 'Paul Raci']",['Drama'],
tt0421715,The Curious Case of Benjamin Button,"Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 ... Read all","['Brad Pitt', 'Cate Blanchett', 'Tilda Swinton']",['Drama'],
tt0454848,Inside Man,"A police detective, a bank robber and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","['Denzel Washington', 'Clive Owen', 'Jodie Foster']","['Crime', 'Drama']",
tt30781967,Eagles of the Republic,"Egypt's most adored actor, George Fahmy, falls into disgrace with the authorities overnight. On the verge of losing everything, George is forced to accept an offer he can't refuse.","['Fares Fares', 'Lyna Khoudri', 'Amr Waked']","['Action', 'Drama']",
tt27657135,Saturday Night,"At 11:30pm on October 11th, 1975, a ferocious troupe of young comedians and writers changed television forever. Find out what happened behind the scenes in the 90 minutes leading up to the f... Read all","['Gabriel LaBelle', 'Rachel Sennott', 'Cory Michael Smith']",['Drama'],
tt31710990,Dreams,"A powerful American socialite (Jessica Chastain) and an undocumented Mexican ballet dancer begin a dangerous affair in this tense, erotic drama.","['Jessica Chastain', 'Isaac Hernández', 'Rupert Friend']",['Drama'],
tt0083190,Thief,"After spending years in prison, a top safe-cracker owns a couple of businesses, which are fronts for diamond heists. After his trusted fence is killed, he agrees to work with a powerful mobs... Read all","['James Caan', 'Tuesday Weld', 'Willie Nelson']","['Action', 'Crime', 'Drama']",
tt0031381,Gone with the Wind,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civi... Read all,"['Clark Gable', 'Vivien Leigh', 'Thomas Mitchell']",['Drama'],
tt5083738,The Favourite,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.","['Olivia Colman', 'Emma Stone', 'Rachel Weisz']",['Drama'],
tt0945513,Source Code,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga']","['Action', 'Drama', 'Sci-Fi']",
tt36331860,"Love Me, Love Me","New at Milan's Saint Mary's, June is swept into secrets and lies: no one is who they seem, and love may hide behind the mask of the last boy she'd fall for.","['Mia Jenkins', 'Pepe Barroso', 'Luca Melucci']",['Drama'],
tt4975722,Moonlight,"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.","['Mahershala Ali', 'Naomie Harris', 'Trevante Rhodes']",['Drama'],
tt3741834,Lion,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.","['Dev Patel', 'Nicole Kidman', 'Rooney Mara']",['Drama'],
tt4900148,Elio,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with alien lifeforms, navigate a crisis of intergalactic proportions and... Read all","['Yonas Kibreab', 'Zoe Saldaña', 'Remy Edgerly']","['Adventure', 'Drama', 'Sci-Fi']",
tt0091763,Platoon,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and th... Read all","['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe']",['Drama'],
tt0109444,Clear and Present Danger,An acting CIA Chief learns the President has triggered a war with Colombian drug cartels.,"['Harrison Ford', 'Willem Dafoe', 'Anne Archer']","['Action', 'Crime', 'Drama']",
tt0082348,Excalibur,"Merlin the magician helps Arthur Pendragon unite the Britons around the Round Table of Camelot, even as dark forces conspire to tear it apart.","['Nigel Terry', 'Helen Mirren', 'Nicholas Clay']","['Adventure', 'Drama']",
tt0098635,When Harry Met Sally...,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.","['Billy Crystal', 'Meg Ryan', 'Carrie Fisher']",['Drama'],
tt4209788,Molly's Game,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.","['Jessica Chastain', 'Idris Elba', 'Kevin Costner']","['Crime', 'Drama']",
tt0108550,What's Eating Gilbert Grape,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']",['Drama'],
tt0094737,Big,"After wishing to be made big, a teenage boy wakes the next morning to find himself mysteriously in the body of an adult.","['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia']",['Drama'],
tt0371257,Stay,A psychiatrist attempts to prevent one of his patients from committing suicide while trying to maintain his own grip on reality.,"['Ewan McGregor', 'Naomi Watts', 'Ryan Gosling']",['Drama'],
tt0765010,Brothers,"While on tour in Afghanistan, Sam's helicopter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of exce... Read all","['Jake Gyllenhaal', 'Natalie Portman', 'Tobey Maguire']",['Drama'],
tt0361862,The Machinist,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón']",['Drama'],
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","['Michael Keaton', 'Zach Galifianakis', 'Edward Norton']",['Drama'],
tt0114388,Sense and Sensibility,"In Georgian era England, wealthy Mr. Dashwood dies leaving his second wife and three daughters destitute. The ladies move to a modest cottage where the two older daughters vie for the attent... Read all","['Emma Thompson', 'Kate Winslet', 'James Fleet']",['Drama'],
tt1615147,Margin Call,Follows the key people at an investment bank over a 24-hour period during the early stages of the 2008 financial crisis.,"['Zachary Quinto', 'Stanley Tucci', 'Kevin Spacey']",['Drama'],
tt14998742,Rebel Moon - Part One: A Child of Fire,"When a peaceful settlement on the edge of a distant moon finds itself threatened by a tyrannical ruling force, a stranger living among its villagers becomes their best hope for survival.","['Sofia Boutella', 'Djimon Hounsou', 'Ed Skrein']","['Action', 'Adventure', 'Drama']",
tt32792934,The Plague,"A socially awkward tween endures the ruthless hierarchy at a water polo camp, his anxiety spiraling into psychological turmoil over the summer.","['Joel Edgerton', 'Everett Blunck', 'Kayo Martin']",['Drama'],
tt30343084,Out Standing,"Officer Sandra Perron resigns from the Canadian military after a controversial photo surfaces. Adapting to civilian life amidst an investigation, she denies abuse allegations despite evidenc... Read all","['Nina Kiri', 'Vincent Leclerc', 'Adrian Walters']",['Drama'],
tt0330793,The Punisher,An undercover FBI agent becomes a vigilante and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.,"['Thomas Jane', 'John Travolta', 'Samantha Mathis']","['Action', 'Crime', 'Drama']",
tt0289879,The Butterfly Effect,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his j... Read all","['Ashton Kutcher', 'Amy Smart', 'Melora Walters']","['Drama', 'Sci-Fi']",
tt8323668,Jerry and Marge Go Large,"Based on the true story about long-married couple Jerry and Marge Selbee, who win the lottery and use the money to revive their small town.","['Bryan Cranston', 'Annette Bening', 'Rainn Wilson']",['Drama'],
tt0094715,Beaches,"Wealthy privileged San Francisco debutante Hillary Whitney Essex and cynical struggling entertainer C. C. Bloom share a turbulent, but strong friendship over the years.","['Bette Midler', 'Barbara Hershey', 'John Heard']",['Drama'],
tt0418832,Lie with Me,"An outgoing, sexually aggressive young woman meets and begins a torrid affair with an equally aggressive young man in which their affair begins to bring a strain on their personal lives.","['Lauren Lee Smith', 'Eric Balfour', 'Polly Shannon']",['Drama'],
tt33549478,The Map That Leads to You,Heather's European adventure takes a turn when she meets Jack-sparking an unexpected emotional journey neither of them saw coming.,"['Madelyn Cline', 'KJ Apa', 'Sofia Wylie']",['Drama'],
tt4178092,The Gift,"A married couple, Simon and Robyn, run into Gordo, an old classmate. Things take a turn when Gordo begins to drop in unannounced at their house and inundates them with mysterious gifts.","['Jason Bateman', 'Rebecca Hall', 'Joel Edgerton']",['Drama'],
tt1959490,Noah,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,"['Russell Crowe', 'Jennifer Connelly', 'Anthony Hopkins']","['Action', 'Adventure', 'Drama']",
tt36408401,The Adventures of Cliff Booth,Showcases more of Cliff Booth's backstory in his new role as a Hollywood fixer.,"['Brad Pitt', 'Elizabeth Debicki', 'Timothy Olyphant']","['Crime', 'Drama']",
tt0097967,Next of Kin,"Truman, a Chicago cop, sets out to find the killer of his brother. Meanwhile, another of his brothers, Briar (a hillbilly) decides to find the killer himself.","['Patrick Swayze', 'Liam Neeson', 'Adam Baldwin']","['Action', 'Crime', 'Drama']",
tt0118771,Breakdown,A man searches for his missing wife after his car breaks down in the middle of the desert.,"['Kurt Russell', 'J.T. Walsh', 'Kathleen Quinlan']","['Action', 'Crime', 'Drama']",
tt5776858,Phantom Thread,"Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.","['Vicky Krieps', 'Daniel Day-Lewis', 'Lesley Manville']",['Drama'],
tt3402236,Murder on the Orient Express,"When a murder occurs aboard the train on which he's travelling, celebrated Belgian detective Hercule Poirot is recruited to solve the case.","['Kenneth Branagh', 'Penélope Cruz', 'Willem Dafoe']","['Crime', 'Drama']",
tt0411705,9 Songs,"In London, intense sexual encounters take place between an American college student, named Lisa, and an English scientist, named Matt, between attending rock concerts.","[""Kieran O'Brien"", 'Margo Stilley', 'Robert Levon Been']",['Drama'],
tt9783600,Spiderhead,Prisoners participate in experiments involving mind-altering drugs.,"['Chris Hemsworth', 'Miles Teller', 'Jurnee Smollett']","['Action', 'Crime', 'Drama', 'Sci-Fi']",
tt8667404,The Chronology of Water,"A woman, after an abusive childhood, escapes into competitive swimming, sexual experimentation, toxic relationships, and addiction before finding her voice through writing.","['Imogen Poots', 'Thora Birch', 'Jim Belushi']",['Drama'],
tt9893250,I Care a Lot,A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.,"['Rosamund Pike', 'Peter Dinklage', 'Eiza González']","['Crime', 'Drama']",
tt0432283,Fantastic Mr. Fox,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"['George Clooney', 'Meryl Streep', 'Bill Murray']","['Adventure', 'Crime', 'Drama']",
tt0452623,Gone Baby Gone,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.","['Morgan Freeman', 'Ed Harris', 'Casey Affleck']","['Crime', 'Drama']",
tt0254455,Sex and Lucía,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.","['Paz Vega', 'Tristán Ulloa', 'Najwa Nimri']",['Drama'],
tt0190332,"Crouching Tiger, Hidden Dragon",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,"['Chow Yun-Fat', 'Michelle Yeoh', 'Ziyi Zhang']",[],
tt27131358,We Live in Time,"After an unusual encounter, a talented chef and a recently divorcée fall in love and build the home and family they've always dreamed of, until a painful truth puts their love story to the t... Read all","['Andrew Garfield', 'Florence Pugh', 'Grace Delaney']",['Drama'],
tt18925334,Pearl,"In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation, and lovelessness of life on her parents' farm.","['Mia Goth', 'David Corenswet', 'Tandi Wright']","['Drama', 'Horror']",
tt0047396,Rear Window,A bored photographer recovering from a broken leg passes the time by watching his neighbors and begins to suspect one of them of murder.,"['James Stewart', 'Grace Kelly', 'Wendell Corey']",['Drama'],
tt0120655,Dogma,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.,"['Ben Affleck', 'Matt Damon', 'Linda Fiorentino']","['Adventure', 'Drama']",
tt16304446,Fair Play,"An unexpected promotion at a cutthroat hedge fund pushes a young couple's relationship to the brink, threatening to unravel far more than their recent engagement.","['Phoebe Dynevor', 'Alden Ehrenreich', 'Eddie Marsan']",['Drama'],
tt8368368,The Apprentice,"A young man took over his father's real-estate business in 1970s and '80s New York, and got the helping hand of an infamous closeted gay lawyer who helped him turn this young man into a noto... Read all","['Sebastian Stan', 'Jeremy Strong', 'Martin Donovan']",['Drama'],
tt0213847,Malena,"As Italy enters WWII, a teenage boy in a small, narrow-minded Sicilian town becomes obsessed with a young woman.","['Monica Bellucci', 'Giuseppe Sulfaro', 'Luciano Federico']",['Drama'],
tt6146586,John Wick: Chapter 3 - Parabellum,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","['Keanu Reeves', 'Halle Berry', 'Ian McShane']","['Action', 'Crime', 'Drama']",
tt2752200,Young & Beautiful,"After losing her virginity, Isabelle takes up a secret life as a call girl, meeting her clients for hotel-room trysts. Throughout, she remains curiously aloof, showing little interest in the... Read all","['Marine Vacth', 'Géraldine Pailhas', 'Frédéric Pierrot']",['Drama'],
tt0325710,The Last Samurai,"In 19th century Japan, Nathan Algren, a US army captain, is hired by the Japanese emperor to train his army in the modern warfare techniques. Captain Algren finds himself trapped in a strugg... Read all","['Tom Cruise', 'Ken Watanabe', 'Billy Connolly']","['Action', 'Drama']",
tt5215952,The Wailing,"Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.... Read all","['Jun Kunimura', 'Hwang Jung-min', 'Kwak Do-won']","['Drama', 'Horror']",
tt14114802,The Outfit,An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.,"['Mark Rylance', 'Zoey Deutch', 'John Gumley-Mason']","['Crime', 'Drama']",
tt22022452,Inside Out 2,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to th... Read all","['Amy Poehler', 'Maya Hawke', 'Kensington Tallman']","['Adventure', 'Drama']",
tt14208870,The Fabelmans,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the ... Read all","['Michelle Williams', 'Gabriel LaBelle', 'Paul Dano']",['Drama'],
tt15296186,Mira,"A father working on a space station has to save his 15-year-old daughter after a meteorite shower hits Earth, using only satellite phones and cameras.","['Anatoliy Beliy', 'Veronika Ustimova', 'Yevgeniy Yegorov']","['Adventure', 'Drama', 'Sci-Fi']",
tt1403865,True Grit,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,"['Jeff Bridges', 'Matt Damon', 'Hailee Steinfeld']",['Drama'],
tt0443272,Lincoln,"As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the ... Read all","['Daniel Day-Lewis', 'Sally Field', 'David Strathairn']",['Drama'],
tt0099674,The Godfather Part III,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.","['Al Pacino', 'Diane Keaton', 'Andy Garcia']","['Crime', 'Drama']",
tt0183790,A Knight's Tale,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.","['Heath Ledger', 'Mark Addy', 'Rufus Sewell']","['Action', 'Adventure', 'Drama']",
tt26446278,The Count of Monte Cristo,"After escaping from an island prison where he spent 14 years for being wrongly accused of state treason, Edmond Dantès returns as the count of Monte Cristo to exact revenge on the men who be... Read all","['Pierre Niney', 'Bastien Bouillon', 'Anaïs Demoustier']","['Action', 'Adventure', 'Drama']",
tt1010048,Slumdog Millionaire,"When a teenager from the slums of Mumbai is interrogated about his suspicious performance on a quiz show, he revisits various events from his past to explain how he knew all the answers.","['Dev Patel', 'Freida Pinto', 'Saurabh Shukla']","['Crime', 'Drama']",
tt2883512,Chef,"When Chef Carl Casper faces a career crisis, he hits the road to rediscover his passion for cooking.","['Jon Favreau', 'Robert Downey Jr.', 'Scarlett Johansson']","['Adventure', 'Drama']",
tt4550098,Nocturnal Animals,"A wealthy art gallery owner is haunted by her ex-husband's novel, her memories of their relationship, and her regrets about her life.","['Amy Adams', 'Jake Gyllenhaal', 'Michael Shannon']",['Drama'],
