Title,Description,Actors,Genre,poster_url
Frequency,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.","['Dennis Quaid', 'Jim Caviezel', 'Shawn Doyle']","['Crime', 'Drama', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BNzJmODljY2UtMWFkMy00YzQ5LThiZjUtNDI3NjM5NjU0ZTRjXkEyXkFqcGc@._V1_FMjpg_UY2180_.jpg
Army of the Dead,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.","['Dave Bautista', 'Ella Purnell', 'Ana de la Reguera']",[],https://m.media-amazon.com/images/M/MV5BNjc0MDFjZmQtMWMxZi00YzY4LWI5N2EtOGQwM2IzZjRkYmY1XkEyXkFqcGc@._V1_FMjpg_UY2222_.jpg
The Imposter,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.,"[""Adam O'Brian"", 'Nicholas Barclay', 'Carey Gibson']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMGNmNDIxZmYtNDZmYy00MGQwLTg5MTktZTM0MGExNDA4YmMzXkEyXkFqcGc@._V1_FMjpg_UY1143_.jpg
The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive insurance investigator.","['Pierce Brosnan', 'Rene Russo', 'Denis Leary']",['Crime'],https://m.media-amazon.com/images/M/MV5BOTEyMjkzYmYtMDJkNi00NjFiLTlmNDgtMWIzOTUyZDJkZmMxXkEyXkFqcGc@._V1_FMjpg_UY3670_.jpg
Original Sin,A Cuban tycoon enters a world of deception after marrying a beautiful mail-order bride from America,"['Antonio Banderas', 'Angelina Jolie', 'Thomas Jane']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjY2NjI1YTYtNzU3Ny00YTU2LWExMWQtMzc0ZDdiODVjZDI4XkEyXkFqcGc@._V1_FMjpg_UY1200_.jpg
Sneakers,A security pro finds his past returning to haunt him when he and his unique team are tasked with retrieving a particularly important item.,"['Robert Redford', 'Dan Aykroyd', 'Sidney Poitier']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMmI3ODkwZGQtNTY1Yi00YzBhLWJhYjEtYTk1YTU2MDgyN2Y2XkEyXkFqcGc@._V1_FMjpg_UY1490_.jpg
Following,A young writer who follows strangers for material meets a thief who takes him under his wing.,"['Jeremy Theobald', 'Alex Haw', 'Lucy Russell']",['Crime'],https://m.media-amazon.com/images/M/MV5BYTQxYzIwMTAtYjZlNi00YzkwLWI4ZGYtNzNlZjU3N2MyNzI4XkEyXkFqcGc@._V1_FMjpg_UY2667_.jpg
Cocaine Bear,"An oddball group of cops, criminals, tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine.","['Keri Russell', 'Alden Ehrenreich', ""O'Shea Jackson Jr.""]",['Crime'],https://m.media-amazon.com/images/M/MV5BMmQ2OTVmODYtY2MzYy00ZWU0LTljZjAtYWZkZjBhY2NiNzAwXkEyXkFqcGc@._V1_FMjpg_UY1280_.jpg
In the Shadow of the Moon,A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,"['Boyd Holbrook', 'Cleopatra Coleman', 'Bokeem Woodbine']","['Action', 'Crime', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BYWM3YzQ2MTEtZjA2OS00NzRkLWFmMWEtYjZjODUzN2VlNmY1XkEyXkFqcGc@._V1_FMjpg_UY2222_.jpg
The Good Nurse,An infamous caregiver is implicated in the deaths of hundreds of hospital patients.,"['Eddie Redmayne', 'Denise Pillott', 'Dartel McRae']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTAzYzQ2MmMtZWQ0ZS00YmRiLWEzNjQtZmQ3NDIyZmI1ZmIwXkEyXkFqcGc@._V1_FMjpg_UY2222_.jpg
Public Enemies,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s.","['Christian Bale', 'Johnny Depp', 'Christian Stolte']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMThiZTM5YTMtMzczMC00ZTRjLWE1NzQtMDA2MzViMmYwNjc3XkEyXkFqcGc@._V1_FMjpg_UY2315_.jpg
Frailty,"A mysterious man arrives at the offices of an FBI agent and recounts his childhood: how his religious fanatic father received visions telling him to destroy people who were in fact ""demons.""","['Bill Paxton', 'Matthew McConaughey', 'Powers Boothe']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BN2IyOWU1MjctYWZkZS00Y2JkLWFjY2YtMTM1Mzk4ZmE0MjlmXkEyXkFqcGc@._V1_FMjpg_UX1189_.jpg
Rosemead,An ailing woman takes drastic measures to protect her troubled teenage son.,"['Lucy Liu', 'Lawrence Shou', 'Orion Lee']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDhlNTA5YmMtZDgzNy00ZDY3LTg4MGMtZWQ0YzVjZTliYzY0XkEyXkFqcGc@._V1_FMjpg_UY1499_.jpg
Bad Day at Black Rock,"Following World War II, a one-armed stranger arrives in a tiny California desert town, but finds the residents hostile and protecting a terrible secret they want to keep hidden, by violent m... Read all","['Spencer Tracy', 'Robert Ryan', 'Anne Francis']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjAwMDRkNmYtZTMwNy00Y2NiLTgwNTYtZDljZDRlMjA5NTBlXkEyXkFqcGc@._V1_FMjpg_UY2804_.jpg
Colombiana,A professional assassin seeks revenge for the murder of her parents.,"['Zoe Saldaña', 'Michael Vartan', 'Callum Blue']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BN2JmZjk2NGYtNDI0NS00NTI4LTk5MzMtYmViYmM3ZWJmZGNlXkEyXkFqcGc@._V1_FMjpg_UY674_.jpg
2 Guns,"Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.","['Denzel Washington', 'Mark Wahlberg', 'Paula Patton']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNTQ5MTgzNDg4OF5BMl5BanBnXkFtZTcwMjAyODEzOQ@@._V1_FMjpg_UY2048_.jpg
Spy Game,A CIA agent tries to rescue his one-time protege who awaits execution in a Chinese prison.,"['Robert Redford', 'Brad Pitt', 'Catherine McCormack']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNDZhOTQzNWQtNjU0Zi00MmZhLThiZWQtNjRmN2E5ZDJiZTM5XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Raising Arizona,"When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.","['Nicolas Cage', 'Holly Hunter', 'Trey Wilson']",['Crime'],https://m.media-amazon.com/images/M/MV5BODNmY2E2Y2UtOWEzYy00ZTg0LTk1MDctZGVkZjc0YjI4M2FkXkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
Artemis,"Jazz is a porter and part-time smuggler in the lunar city of Artemis. Trying to make a little extra money, she accepts a less than legal job but ends up involved in a much bigger crime.","['Geneva Robertson-Dworet', 'Andy Weir']","['Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi']",
M,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.","['Peter Lorre', 'Ellen Widmann', 'Inge Landgut']",['Crime'],https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_FMjpg_UY1000_.jpg
Awake,A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.,"['Hayden Christensen', 'Jessica Alba', 'Terrence Howard']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjE3NDczNTIyOV5BMl5BanBnXkFtZTcwMDQwMjU1MQ@@._V1_FMjpg_UY651_.jpg
Pain Hustlers,"Liza dreams of a better life for herself and her daughter. Hired to work for a bankrupt pharmaceutical company, Liza skyrockets with sales and into the high life, putting her in the middle o... Read all","['Emily Blunt', 'Chris Evans', ""Catherine O'Hara""]","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZThlMzJhNDktYTg0NC00MDQ0LTk4NDctYTJhZDcwMTZmZTJkXkEyXkFqcGc@._V1_FMjpg_UY800_.jpg
Boyz n the Hood,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.","['Cuba Gooding Jr.', 'Laurence Fishburne', 'Hudhail Al-Amir']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOWVkMDEyMmQtMjZiMi00NmY1LTlmM2MtNTk0YWIyNGRkZGQ4XkEyXkFqcGc@._V1_FMjpg_UY1426_.jpg
Americana,The lives of local outsiders and outcasts violently intertwine when a rare Lakota Ghost shirt falls onto the black market in a small South Dakota town.,"['Sydney Sweeney', 'Paul Walter Hauser', 'Halsey']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTliZDMyMDItNTU0Ny00NzMxLWFhNWQtODVhYjI5NTcwMzkxXkEyXkFqcGc@._V1_FMjpg_UX1440_.jpg
Serpico,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,"['Al Pacino', 'John Randolph', 'Jack Kehoe']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTg3NzUzYzYtMmQxOS00MjAwLWI0ZDYtNDg4OTQ4OTljNGFlXkEyXkFqcGc@._V1_FMjpg_UY1548_.jpg
The Stranger,"Two men who meet on a bus strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true.","['Joel Edgerton', 'Sean Harris', 'Jada Alberts']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTVhYTA4NjktM2Q2Zi00ZDNlLTk4NzAtYzU5ODEzYzkzM2ZkXkEyXkFqcGc@._V1_FMjpg_UX1360_.jpg
Bandit,"After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a police task fo... Read all","['Josh Duhamel', 'Elisha Cuthbert', 'Nestor Carbonell']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTAxMjM1YWMtOTE2MS00YTRjLWFhOWQtNDA0NDZkNjgyOWM3XkEyXkFqcGc@._V1_FMjpg_UY2744_.jpg
Escape from Alcatraz,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most... Read all","['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTRmZTZlY2ItOWEwMS00MDM1LWJiMjctZjYwYWEyODFjZGM4XkEyXkFqcGc@._V1_FMjpg_UY614_.jpg
Blood Simple,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies, and mischief ensues after he devi... Read all","['John Getz', 'Frances McDormand', 'Dan Hedaya']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTYxNWY5ODktYWRkOC00NDdkLWIwOGQtOWY5YWQ1N2Q3OWViXkEyXkFqcGc@._V1_FMjpg_UY2935_.jpg
Top Secret!,"An American rock and roll singer is invited to a cultural festival in East Germany in order to distract from a plot to destroy NATO submarines, but he accidentally becomes involved in a resi... Read all","['Val Kilmer', 'Omar Sharif', 'Jeremy Kemp']",['Crime'],https://m.media-amazon.com/images/M/MV5BNDAzYjQ3OWEtMGI0MC00M2MyLWIxODAtZTYzODI5MmZiMjU0XkEyXkFqcGc@._V1_FMjpg_UY683_.jpg
A Simple Favor,"Stephanie, a single mother with a parenting vlog, befriends Emily, a secretive upper-class woman who has a child at the same elementary school as Stephanie's. When Emily goes missing, Stepha... Read all","['Anna Kendrick', 'Blake Lively', 'Henry Golding']",['Crime'],https://m.media-amazon.com/images/M/MV5BZmM4MGFkMTItNzI1ZS00ODZlLThjYjktMTQyYmQzM2M2M2Y3XkEyXkFqcGc@._V1_FMjpg_UY5700_.jpg
Pushpa: The Rule - Part 2,"As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.","['Allu Arjun', 'Rashmika Mandanna', 'Fahadh Faasil']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNDM3N2UzM2UtMjEwMC00NGUzLThmMmQtNGMyM2VmMDA0ZWEwXkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
Inherent Vice,"In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.","['Joaquin Phoenix', 'Josh Brolin', 'Owen Wilson']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMmU3YjYzZWEtZDEzYy00YjA4LWI0YTUtY2RiMzVlYzZkZjg3XkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
The Score,An aging thief hopes to retire and live off his ill-gotten wealth with his lover when a young kid convinces him into doing one last heist that comes with a large payout.,"['Robert De Niro', 'Edward Norton', 'Marlon Brando']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYmY1OGUxMmQtZTlkMC00OWU5LWIyZTktM2EyM2JiNWZjZWIwXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
21,"Inspired by real events and people, 21 is about six MIT students who become trained to be experts in card counting in blackjack and subsequently took Vegas casinos for millions in winnings.","['Jim Sturgess', 'Kate Bosworth', 'Kevin Spacey']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjAyNTU5OTcxOV5BMl5BanBnXkFtZTcwMDEyNjM2MQ@@._V1_FMjpg_UY500_.jpg
Butch Cassidy and the Sundance Kid,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels..","['Paul Newman', 'Robert Redford', 'Katharine Ross']",['Adventure'],https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_FMjpg_UY1000_.jpg
Bolt,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,"['John Travolta', 'Miley Cyrus', 'Susie Essman']",['Adventure'],https://m.media-amazon.com/images/M/MV5BMTY3NGVkMmItYWNjMy00MmE0LTlkZmUtNGIxZGJmZTA1YWI0XkEyXkFqcGc@._V1_FMjpg_UY6387_.jpg
Ocean's Thirteen,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.","['George Clooney', 'Brad Pitt', 'Matt Damon']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_FMjpg_UY2048_.jpg
Elephant,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,"['Elias McConnell', 'Alex Frost', 'Eric Deulen']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDNiNmFjYjgtMWJiZi00YzNlLThiYmYtZTZjMzE3NjE5NjU4XkEyXkFqcGc@._V1_FMjpg_UX1737_.jpg
Layer Cake,A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.,"['Daniel Craig', 'Sienna Miller', 'Michael Gambon']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTI5MTE1OTAzOV5BMl5BanBnXkFtZTcwNDc2OTgyMQ@@._V1_FMjpg_UY800_.jpg
Night Always Comes,"Risking everything to secure a future for herself and her brother, Lynette sets out on a dangerous odyssey, confronting her own dark past over the course of one propulsive night.","['Vanessa Kirby', 'Jennifer Jason Leigh', 'Zack Gottsagen']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjYwZDkyYWMtNzgwNy00ZTRhLWFmM2YtMDljZjU0ZTM1YmVmXkEyXkFqcGc@._V1_FMjpg_UX2160_.jpg
The Cell,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kid... Read all","['Jennifer Lopez', 'Vince Vaughn', ""Vincent D'Onofrio""]","['Crime', 'Horror', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BOGI4M2MzMmEtYmE2Yy00ZDlkLTljMTItMTY0OTY1NzJlNDNjXkEyXkFqcGc@._V1_FMjpg_UY755_.jpg
Infinity Pool,"James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, re... Read all","['Alexander Skarsgård', 'Mia Goth', 'Cleopatra Coleman']","['Crime', 'Horror', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BMDAxM2I0ODEtNjQ5My00MzMzLThkMGUtYjQ5NGI3NzIwNDkwXkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
Fast Five,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_FMjpg_UY1500_.jpg
The Highwaymen,The untold true story of the legendary detectives who brought down Bonnie and Clyde.,"['Kevin Costner', 'Woody Harrelson', 'Kathy Bates']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjM1MWMzNTUtZDc5NC00NDY2LTg1ZDMtODJkNmRlNjczMGUxXkEyXkFqcGc@._V1_FMjpg_UY362_.jpg
Side Effects,A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.,"['Rooney Mara', 'Channing Tatum', 'Jude Law']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_FMjpg_UY1007_.jpg
Wild at Heart,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,"['Nicolas Cage', 'Laura Dern', 'Willem Dafoe']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMmUyNjMzMjEtMGFkNy00MDA1LWI0NGEtMDY5OGU1N2NmNDg1XkEyXkFqcGc@._V1_FMjpg_UY2413_.jpg
Murder Mystery,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.","['Adam Sandler', 'Jennifer Aniston', 'Luke Evans']",['Crime'],https://m.media-amazon.com/images/M/MV5BODUxY2I1OWItMDZkOC00OGQ5LThiOTktNTBhODI3OTFmMDQ2XkEyXkFqcGc@._V1_FMjpg_UY597_.jpg
Gangster Squad,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruth... Read all","['Sean Penn', 'Ryan Gosling', 'Emma Stone']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_FMjpg_UY1006_.jpg
PAW Patrol: The Dino Movie,"The Paw Patrol lands on a mysterious dinosaur island after a storm, where they meet Rex, a stranded pup. When Humdinger's reckless mining triggers a volcano, the team faces their biggest res... Read all","['Mckenna Grace', 'Fortune Feimster', 'Terry Crews']","['Action', 'Adventure', 'Crime', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BY2E2Y2Q0Y2ItZTUyZS00MzllLTkwYmQtYjdmNzM3NGRiYjFmXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Murder by Numbers,Two gifted high school students execute a perfect murder - then become engaged in an intellectual contest with a seasoned homicide detective.,"['Sandra Bullock', 'Ben Chaplin', 'Ryan Gosling']",['Crime'],https://m.media-amazon.com/images/M/MV5BZjc4MjlkNWUtY2VjZC00N2IzLWIzZDMtZTQ3YjkyMzRmZGJmXkEyXkFqcGc@._V1_FMjpg_UY2265_.jpg
By Any Means,A notorious mafia hitman and a young Black FBI agent team up to investigate the murders of civil rights leaders in 1966 Mississippi.,"['Mark Wahlberg', 'Ethan Embry', 'Giancarlo Esposito']",['Crime'],
Teen Wolf: The Movie,"A terrifying evil has emerged. The wolves howl once again, but only a Werewolf like Scott McCall, can gather both new allies and reunite trusted friends to fight back against what could be t... Read all","['Tyler Posey', 'Crystal Reed', 'Holland Roden']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BZjZhOTliNTMtZGVlOS00NDgwLWE5MzctM2VlNTY1OWE3YzRiXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Dirty Harry,"When a killer calling himself ""Scorpio"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.","['Clint Eastwood', 'Andrew Robinson', 'Harry Guardino']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BYzNmOWVjN2ItMTQzOS00MTI4LTgxZDItMmZjNTVlMjY5Mjc1XkEyXkFqcGc@._V1_FMjpg_UY2948_.jpg
Enter the Dragon,A Shaolin monk travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a martial arts tournament.,"['Bruce Lee', 'John Saxon', 'Jim Kelly']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BZDAyYjAwNmMtMjM5OC00NTc5LThmNjAtOTUxODQxOWYwOTE5XkEyXkFqcGc@._V1_FMjpg_UY1200_.jpg
Panic Room,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room when three men break-in, searching for a missing fortune.","['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOGMxOWRjZjItMjM3MS00OWIxLWIyZTEtNDEyOGYyZWFlZjY0XkEyXkFqcGc@._V1_FMjpg_UY2200_.jpg
The Expendables 3,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and ... Read all","['Sylvester Stallone', 'Jason Statham', 'Jet Li']","['Action', 'Adventure', 'Crime']",https://m.media-amazon.com/images/M/MV5BODU5ODMyMzg2MV5BMl5BanBnXkFtZTgwMTA2MTcxMjE@._V1_FMjpg_UY2048_.jpg
Penguins of Madagascar,"Skipper, Kowalski, Rico, and Private join forces with the secret organization North Wind in an effort to stop a terrible villain from wiping out all the penguins in the world.","['Tom McGrath', 'Chris Miller', 'Christopher Knights']","['Action', 'Adventure']",https://m.media-amazon.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_FMjpg_UY2048_.jpg
Taking Lives,"A murder spree in Montreal, with the killer embracing his victims' identities, leads to an investigation by the FBI agent Illeana Scott. Her bond with an art dealer is crucial to solving the... Read all","['Angelina Jolie', 'Ethan Hawke', 'Kiefer Sutherland']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTA3NDMyNzI5NTdeQTJeQWpwZ15BbWU3MDQxNDEyMzM@._V1_FMjpg_UY2048_.jpg
Before the Devil Knows You're Dead,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong triggering a series of events that send them, their father and the wife of one brother bar... Read all","['Philip Seymour Hoffman', 'Ethan Hawke', 'Albert Finney']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNzZiYmNiYjItZjBhZC00NDJkLWFiOGEtZDEzNzJiN2Y5ODAwXkEyXkFqcGc@._V1_FMjpg_UY2880_.jpg
No Sudden Move,A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.,"['Don Cheadle', 'Benicio Del Toro', 'David Harbour']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMGYyYmE3YjAtMjg4OC00ODIzLWE3MzAtZDQwYWJmNjI0NjVjXkEyXkFqcGc@._V1_FMjpg_UX341_.jpg
Hard Rain,The partner and nephew of an armored-truck driver tries to prevent three million dollars from being taken by a gang during a catastrophic flooding caused by a severe storm.,"['Morgan Freeman', 'Christian Slater', 'Randy Quaid']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOGE0NTU4MWItZmI2NS00YWQyLWEzYTUtM2E0NjFlZGVlZmJhXkEyXkFqcGc@._V1_FMjpg_UY2164_.jpg
The Counselor,A lawyer finds himself in over his head when he gets involved in drug trafficking.,"['Michael Fassbender', 'Penélope Cruz', 'Cameron Diaz']","['Action', 'Adventure', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_FMjpg_UY2048_.jpg
Jai Bhim,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.","['Suriya', 'Lijo Mol Jose', 'Manikandan K.']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"A parody of several U.S. films about being in the ""'hood"", for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995), and Juice (1992).","['Shawn Wayans', 'Marlon Wayans', 'Keenen Ivory Wayans']",['Crime'],https://m.media-amazon.com/images/M/MV5BODk1NDhiOGEtOWQ2OC00MTlmLTk4MGYtOTFhOWUzMWM3MjNmXkEyXkFqcGc@._V1_FMjpg_UY854_.jpg
Blow,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.","['Johnny Depp', 'Penélope Cruz', 'Franka Potente']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMzVkMWY4OWItYjIyZS00Y2ViLWJhMWUtMDUwZGI2ZDliMDJiXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Changeling,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give ... Read all","['Angelina Jolie', 'Colm Feore', 'Amy Ryan']",['Crime'],https://m.media-amazon.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_FMjpg_UY1500_.jpg
Logan Lucky,Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,"['Channing Tatum', 'Adam Driver', 'Daniel Craig']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTYyODg0NDU1OV5BMl5BanBnXkFtZTgwNjcxMzU0MjI@._V1_FMjpg_UY1000_.jpg
The Girl with the Dragon Tattoo,"Influential industrialist Vanger's niece Harriet disappeared under mysterious circumstances 40 years ago. As a last attempt at solving the case, he hires investigative journalist Mikael Blom... Read all","['Michael Nyqvist', 'Noomi Rapace', 'Ewa Fröling']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTc2Mjc0MDg3MV5BMl5BanBnXkFtZTcwMjUzMDkxMw@@._V1_FMjpg_UY1440_.jpg
Enola Holmes 2,"Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - an... Read all","['Millie Bobby Brown', 'Henry Cavill', 'David Thewlis']","['Action', 'Adventure', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZjRjZjZhNzUtMDQyMC00OWZmLWIzMjQtZDM2OWRhNzgwOGU2XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
