image_path,target
classifier_dataset/train\Glass\download-24-_jpeg_jpeg.rf.e91af04b73874820389362b1b725795f_8099.jpg,4
classifier_dataset/train\Glass\download-24-_jpeg_jpeg.rf.e91af04b73874820389362b1b725795f_8100.jpg,4
classifier_dataset/train\Glass\download-24-_jpeg_jpeg.rf.e91af04b73874820389362b1b725795f_8101.jpg,4
classifier_dataset/train\Glass\download-24-_jpeg_jpeg.rf.e91af04b73874820389362b1b725795f_8102.jpg,4
classifier_dataset/train\Glass\download-24-_jpeg_jpeg.rf.e91af04b73874820389362b1b725795f_8103.jpg,4
classifier_dataset/train\Glass\download-24-_jpeg_jpeg.rf.e91af04b73874820389362b1b725795f_8104.jpg,4
classifier_dataset/train\Glass\download-24-_jpeg_jpeg.rf.e91af04b73874820389362b1b725795f_8105.jpg,4
classifier_dataset/train\Glass\download-24-_jpeg_jpeg.rf.e91af04b73874820389362b1b725795f_8106.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10390.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10391.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10392.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10393.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10394.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10395.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10396.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10397.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10398.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10399.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10400.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10401.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10402.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10403.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10404.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10405.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10406.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.1349f17b5bde48fa50284c38205d5ab8_10407.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9094.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9095.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9096.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9097.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9098.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9099.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9100.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9101.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9102.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9103.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9104.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9105.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9106.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9107.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9108.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9109.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9110.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.943e664062dfb0d65117a4fe040a5d6a_9111.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3358.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3359.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3360.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3361.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3362.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3363.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3364.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3365.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3366.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3367.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3368.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3369.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3370.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3371.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3372.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3373.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3374.jpg,4
classifier_dataset/train\Glass\download-28-_jpeg_jpeg.rf.ed26086732ade84733a7d772e46a69dc_3375.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4617.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4618.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4619.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4620.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4621.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4622.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4623.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4624.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4625.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4626.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4627.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4628.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4629.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4630.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4631.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4632.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4633.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4634.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4635.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.222aea0c25d0b5cfed04213d10665102_4636.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8467.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8468.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8469.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8470.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8471.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8472.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8473.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8474.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8475.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8476.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8477.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8478.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8479.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8480.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8481.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8482.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8483.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8484.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8485.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.5bcb791d2b4d45e0c2f09d5fe266013b_8486.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6655.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6656.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6657.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6658.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6659.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6660.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6661.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6662.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6663.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6664.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6665.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6666.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6667.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6668.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6669.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6670.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6671.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6672.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6673.jpg,4
classifier_dataset/train\Glass\download-29-_jpeg_jpeg.rf.71d3fedf2b13f8763e8fe4d616c4f357_6674.jpg,4
classifier_dataset/train\Glass\download_jpg.rf.4ec6f1d24d6b59cd420aca235a4e8526_419.jpg,4
classifier_dataset/train\Glass\download_jpg.rf.4ec6f1d24d6b59cd420aca235a4e8526_448.jpg,4
classifier_dataset/train\Glass\download_jpg.rf.98297f58081a839dcb1d162a379a4219_4080.jpg,4
classifier_dataset/train\Glass\download_jpg.rf.98297f58081a839dcb1d162a379a4219_4109.jpg,4
classifier_dataset/train\Glass\download_jpg.rf.9e6382da33b4b7309b9fc1959e1043b8_2581.jpg,4
classifier_dataset/train\Glass\download_jpg.rf.9e6382da33b4b7309b9fc1959e1043b8_2610.jpg,4
classifier_dataset/train\Glass\e79818a421ccbe1958976fa2c84b76e9_jpg.rf.1aad04928f340fadcfe2c69f9e985b87_3722.jpg,4
classifier_dataset/train\Glass\e79818a421ccbe1958976fa2c84b76e9_jpg.rf.5a181bf053fc36b998fcea776b412859_7020.jpg,4
classifier_dataset/train\Glass\e79818a421ccbe1958976fa2c84b76e9_jpg.rf.6b19868cdd562084e451adb034a3af04_9652.jpg,4
classifier_dataset/train\Glass\england-london-overflowing-public-rubbish-bin-C8AYGF_jpg.rf.4ebf38cf13f84950cd146da5b79109cc_7530.jpg,4
classifier_dataset/train\Glass\england-london-overflowing-public-rubbish-bin-C8AYGF_jpg.rf.9a350a5d1bc67442e13b80458a8806d2_1996.jpg,4
classifier_dataset/train\Glass\england-london-overflowing-public-rubbish-bin-C8AYGF_jpg.rf.e1a5666238c18124e8a7c5be790da13a_1965.jpg,4
classifier_dataset/train\Glass\garbage-can-1260832_1280_jpg.rf.40034eff07a2cd6776e659a141974272_10350.jpg,4
classifier_dataset/train\Glass\garbage-can-1260832_1280_jpg.rf.40034eff07a2cd6776e659a141974272_10368.jpg,4
classifier_dataset/train\Glass\garbage-can-1260832_1280_jpg.rf.6dc503408935403b0e5936a1c0e9b910_3411.jpg,4
classifier_dataset/train\Glass\garbage-can-1260832_1280_jpg.rf.6dc503408935403b0e5936a1c0e9b910_3429.jpg,4
classifier_dataset/train\Glass\garbage-can-1260832_1280_jpg.rf.73d377b7a1eb6af1c7aab60fd9274938_662.jpg,4
classifier_dataset/train\Glass\garbage-can-1260832_1280_jpg.rf.73d377b7a1eb6af1c7aab60fd9274938_680.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.5975ffe4751baf0c41ed3a10c7f2b86c_9637.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.5975ffe4751baf0c41ed3a10c7f2b86c_9640.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.5975ffe4751baf0c41ed3a10c7f2b86c_9641.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.9d177b03437f3a4106b020c0c269ddc7_2709.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.9d177b03437f3a4106b020c0c269ddc7_2712.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.9d177b03437f3a4106b020c0c269ddc7_2713.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.c52cae5832e6230110107ee297173fa8_10810.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.c52cae5832e6230110107ee297173fa8_10813.jpg,4
classifier_dataset/train\Glass\images_jpg.rf.c52cae5832e6230110107ee297173fa8_10814.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8691.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8692.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8693.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8694.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8695.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8696.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8697.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8698.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8699.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8700.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8701.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8702.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8703.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8704.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8705.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8706.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8707.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8708.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8709.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8710.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8711.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8712.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8713.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8714.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8715.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8716.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8717.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8718.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8722.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8723.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8724.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8725.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8726.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8727.jpg,4
classifier_dataset/train\Glass\image_webp.rf.2e0672047af4322e3cd17c9e56dde265_8728.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3834.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3835.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3836.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3837.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3838.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3839.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3840.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3841.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3842.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3843.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3844.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3845.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3846.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3847.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3848.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3849.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3850.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3851.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3852.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3853.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3854.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3855.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3856.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3857.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3858.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3859.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3860.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3861.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3865.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3866.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3867.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3868.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3869.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3870.jpg,4
classifier_dataset/train\Glass\image_webp.rf.39ecca769c7a3975ba5501b02f70f8e6_3871.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7786.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7787.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7788.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7789.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7790.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7791.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7792.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7793.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7794.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7795.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7796.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7797.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7798.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7799.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7800.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7801.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7802.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7803.jpg,4
classifier_dataset/train\Glass\image_webp.rf.e40dca604236602ffccf808006fb26a1_7804.jpg,4
